host,neighboraddress,timestamp,vrf,lastchange,peer_as,sessionstate,prefixesreceived,prefixaccepted,prefixsent,peergroups,neighborinfo,DeviceType
c11x98anraf.network.microsoft.com,172.199.36.30,03:33.7,admin,26:21.2,,ESTABLISHED,0,0,0,admin-ms-v4,c11x98an2m2,MgmtTor
c11x98anraf.network.microsoft.com,172.199.36.14,03:33.7,admin,26:20.7,,ESTABLISHED,0,1,0,admin-ms-v4,c11x98an2m1,MgmtTor
c11x98anrae.network.microsoft.com,172.199.36.12,03:36.5,admin,53:23.6,,ESTABLISHED,1,0,1,admin-ms-v4,c11x98an2m1,MgmtTor
c11x98anrae.network.microsoft.com,2ff1:4898:3040:5::39,03:36.5,admin,53:23.0,,ESTABLISHED,0,0,0,admin-ms-v6,c11x98an2m2,MgmtTor
c11x98anrae.network.microsoft.com,2ff1:4898:3040:5::19,03:36.5,admin,53:22.2,,ACTIVE,0,0,0,admin-ms-v6,c11x98an2m1,MgmtTor
c11x98anrae.network.microsoft.com,172.199.36.28,03:36.5,admin,53:23.5,,ESTABLISHED,0,0,0,admin-ms-v4,c11x98an2m2,MgmtTor
c11x98anrac.network.microsoft.com,2ff1:4898:3040:5::31,03:44.9,admin,53:03.7,,IDLE,0,0,0,admin-ms-v6,c11x98an2m2,MgmtTor
c11x98anrac.network.microsoft.com,172.199.36.24,03:44.9,admin,53:05.1,,ESTABLISHED,0,1,1,admin-ms-v4,c11x98an2m2,MgmtTor
c11x98anrac.network.microsoft.com,2ff1:4898:3040:5::11,03:44.9,admin,53:03.8,,IDLE,0,0,0,admin-ms-v6,c11x98an2m1,MgmtTor
c11x98anrac.network.microsoft.com,172.199.36.8,03:45.0,admin,53:04.9,,ESTABLISHED,0,0,0,admin-ms-v4,c11x98an2m1,MgmtTor
c11x98anrad.network.microsoft.com,172.199.36.10,03:45.3,admin,26:16.6,,ESTABLISHED,0,0,0,admin-ms-v4,c11x98an2m1,MgmtTor
c11x98anrad.network.microsoft.com,2ff1:4898:3040:5::35,03:45.3,admin,26:16.0,,IDLE,0,0,0,admin-ms-v6,c11x98an2m2,MgmtTor
c11x98anrad.network.microsoft.com,172.199.36.26,03:45.3,admin,26:16.7,,ESTABLISHED,0,0,0,admin-ms-v4,c11x98an2m2,MgmtTor
c11x98anrad.network.microsoft.com,2ff1:4898:3040:5::15,03:45.3,admin,26:15.9,,IDLE,0,0,0,admin-ms-v6,c11x98an2m1,MgmtTor
c11x98anruk.network.microsoft.com,172.199.32.96,40:48.2,default,04:54.5,,IDLE,0,0,0,corp-ts-v4,c11x98anru1,NS_TOR
c11x98anruk.network.microsoft.com,199.36.199.1,40:48.2,default,05:08.7,,ACTIVE,0,0,0,evpz-bl,c11x98anrb2,NS_TOR
c11x98anruk.network.microsoft.com,199.36.199.0,40:48.2,default,05:09.0,,ACTIVE,0,0,0,evpz-bl,c11x98anrb1,NS_TOR
c11x98anruk.network.microsoft.com,199.36.199.2,40:48.2,default,05:08.9,,ACTIVE,0,0,0,evpz-bl,c11x98anrb3,NS_TOR
c11x98anruk.network.microsoft.com,2ff1:4898:3040:1::d9,40:48.2,default,05:09.7,,IDLE,0,0,0,corp-ts-v6,c11x98anru2,NS_TOR
c11x98anruk.network.microsoft.com,2ff1:4898:3040:1::d1,40:48.2,default,04:56.0,,IDLE,0,0,0,corp-ts-v6,c11x98anru1,NS_TOR
c11x98anruk.network.microsoft.com,172.199.32.100,40:48.2,default,05:08.1,,IDLE,0,0,0,corp-ts-v4,c11x98anru2,NS_TOR
c11x98anruk.network.microsoft.com,199.36.199.3,40:48.2,default,05:09.0,,ACTIVE,0,0,0,evpz-bl,c11x98anrb4,NS_TOR
c11x98anrul.network.microsoft.com,199.36.199.2,40:50.0,default,05:08.9,,ACTIVE,0,0,0,evpz-bl,c11x98anrb3,NS_TOR
c11x98anrul.network.microsoft.com,199.36.199.1,40:50.0,default,05:09.1,,ACTIVE,0,0,0,evpz-bl,c11x98anrb2,NS_TOR
c11x98anrul.network.microsoft.com,2ff1:4898:3040:1::dd,40:50.0,default,05:09.6,,IDLE,0,0,0,corp-ts-v6,c11x98anru2,NS_TOR
c11x98anrul.network.microsoft.com,199.36.199.3,40:50.0,default,05:08.8,,ACTIVE,0,0,0,evpz-bl,c11x98anrb4,NS_TOR
c11x98anrul.network.microsoft.com,172.199.32.98,40:50.0,default,04:54.5,,IDLE,0,0,0,corp-ts-v4,c11x98anru1,NS_TOR
c11x98anrul.network.microsoft.com,199.36.199.0,40:50.0,default,05:09.0,,ACTIVE,0,0,0,evpz-bl,c11x98anrb1,NS_TOR
c11x98anrul.network.microsoft.com,2ff1:4898:3040:1::d5,40:50.0,default,04:56.0,,IDLE,0,0,0,corp-ts-v6,c11x98anru1,NS_TOR
c11x98anrul.network.microsoft.com,172.199.32.102,40:50.0,default,05:08.1,,IDLE,0,0,0,corp-ts-v4,c11x98anru2,NS_TOR
c11x98anruj.network.microsoft.com,172.199.32.94,40:52.5,default,05:08.1,,IDLE,0,0,0,corp-ts-v4,c11x98anru2,NS_TOR
c11x98anruj.network.microsoft.com,2ff1:4898:3040:1::cd,40:52.5,default,05:09.6,,IDLE,0,0,0,corp-ts-v6,c11x98anru2,NS_TOR
c11x98anruj.network.microsoft.com,199.36.199.1,40:52.5,default,05:08.8,,ACTIVE,0,0,0,evpz-bl,c11x98anrb2,NS_TOR
c11x98anruj.network.microsoft.com,199.36.199.2,40:52.5,default,05:08.9,,ACTIVE,0,0,0,evpz-bl,c11x98anrb3,NS_TOR
c11x98anruj.network.microsoft.com,2ff1:4898:3040:1::c5,40:52.5,default,04:56.0,,IDLE,0,0,0,corp-ts-v6,c11x98anru1,NS_TOR
c11x98anruj.network.microsoft.com,172.199.32.90,40:52.5,default,04:54.5,,IDLE,0,0,0,corp-ts-v4,c11x98anru1,NS_TOR
c11x98anruj.network.microsoft.com,199.36.199.0,40:52.6,default,05:08.7,,ACTIVE,0,0,0,evpz-bl,c11x98anrb1,NS_TOR
c11x98anruj.network.microsoft.com,199.36.199.3,40:52.6,default,05:08.9,,ACTIVE,0,0,0,evpz-bl,c11x98anrb4,NS_TOR
c11x98anrui.network.microsoft.com,199.36.199.0,42:25.6,default,05:09.0,,ACTIVE,0,0,0,evpz-bl,c11x98anrb1,NS_TOR
c11x98anrui.network.microsoft.com,199.36.199.3,42:25.6,default,05:09.1,,ACTIVE,0,0,0,evpz-bl,c11x98anrb4,NS_TOR
c11x98anrui.network.microsoft.com,199.36.199.1,42:25.7,default,05:09.1,,ACTIVE,0,0,0,evpz-bl,c11x98anrb2,NS_TOR
c11x98anrui.network.microsoft.com,199.36.199.2,42:25.7,default,05:08.9,,ACTIVE,0,0,0,evpz-bl,c11x98anrb3,NS_TOR
c11x98anrui.network.microsoft.com,172.199.32.92,42:25.7,default,05:08.1,,IDLE,0,0,0,corp-ts-v4,c11x98anru2,NS_TOR
c11x98anrui.network.microsoft.com,2ff1:4898:3040:1::c1,42:25.7,default,04:56.0,,IDLE,0,0,0,corp-ts-v6,c11x98anru1,NS_TOR
c11x98anrui.network.microsoft.com,172.199.32.88,42:25.7,default,04:54.5,,IDLE,0,0,0,corp-ts-v4,c11x98anru1,NS_TOR
c11x98anrui.network.microsoft.com,2ff1:4898:3040:1::c9,42:25.7,default,05:09.6,,IDLE,0,0,0,corp-ts-v6,c11x98anru2,NS_TOR
c11x98RSYS108,172.199.36.101,04:24.5,admin,21:16.1,,ESTABLISHED,0,0,0,admin-ms-v4,c11x98an2m1,unknown
c11x98RSYS108,2ff1:4898:3040:5::ba,04:39.2,admin,20:52.8,,CONNECT,0,0,0,admin-ms-v6,c11x98an2m1,unknown
c11x98RSYS108,172.199.36.103,04:54.2,admin,21:16.0,,ESTABLISHED,0,0,0,admin-ms-v4,c11x98an2m2,unknown
c11x98RSYS108,2ff1:4898:3040:5::be,05:09.0,admin,20:52.8,,ACTIVE,0,0,0,admin-ms-v6,c11x98an2m2,unknown
c11x98RSYS108,2ff1:4898:3040:5::c6,05:16.6,admin,09:08.9,,CONNECT,0,0,0,admin-ms-v6,c11x98an2m2,unknown
c11x98RSYS108,172.199.36.105,05:30.6,admin,09:32.8,,ESTABLISHED,0,0,0,admin-ms-v4,c11x98an2m1,unknown
c11x98RSYS108,172.199.36.107,05:46.5,admin,09:32.9,,ESTABLISHED,1,1,2,admin-ms-v4,c11x98an2m2,unknown
c11x98RSYS108,2ff1:4898:3040:5::c2,06:02.1,admin,09:08.9,,CONNECT,0,0,0,admin-ms-v6,c11x98an2m1,unknown
d14x98an5ub.network.microsoft.com,2ff1:110:3040:1::85,30:39.0,default,27:43.0,,IDLE,0,0,0,corp-ts-v6,d14x98anru1,NS_TOR
d14x98an5ub.network.microsoft.com,2ff1:110:3040:1::8d,30:55.8,default,27:43.3,,IDLE,0,0,0,corp-ts-v6,d14x98anru2,NS_TOR
d14x98an5ub.network.microsoft.com,199.33.62.0,31:06.3,default,27:46.1,,ESTABLISHED,,,,evpz-bl,d14x98anrb1,NS_TOR
d14x98an5ub.network.microsoft.com,172.199.160.246,31:18.0,default,27:45.1,,ESTABLISHED,0,0,0,corp-ts-v4,d14x98anru2,NS_TOR
d14x98an5ub.network.microsoft.com,199.33.62.2,31:26.1,default,27:46.2,,ESTABLISHED,,,,evpz-bl,d14x98anrb3,NS_TOR
d14x98an5ub.network.microsoft.com,199.33.62.3,31:35.9,default,27:46.2,,ESTABLISHED,,,,evpz-bl,d14x98anrb4,NS_TOR
d14x98an5ub.network.microsoft.com,172.199.160.244,31:46.5,default,27:45.2,,ESTABLISHED,0,0,0,corp-ts-v4,d14x98anru1,NS_TOR
d14x98an5ub.network.microsoft.com,199.33.62.1,31:55.4,default,27:46.2,,ESTABLISHED,,,,evpz-bl,d14x98anrb2,NS_TOR
d14x98anrup.network.microsoft.com,199.33.62.0,11:47.5,default,08:10.5,,ESTABLISHED,,,,evpz-bl,d14x98anrb1,NS_TOR
d14x98anrup.network.microsoft.com,199.33.62.3,11:47.5,default,08:10.5,,ESTABLISHED,,,,evpz-bl,d14x98anrb4,NS_TOR
d14x98anrup.network.microsoft.com,199.33.62.1,11:47.5,default,08:10.5,,ESTABLISHED,,,,evpz-bl,d14x98anrb2,NS_TOR
d14x98anrup.network.microsoft.com,172.199.160.114,11:47.5,default,08:09.4,,ESTABLISHED,0,0,0,corp-ts-v4,d14x98anru1,NS_TOR
d14x98anrup.network.microsoft.com,2ff1:110:3040:1::f5,11:47.5,default,08:10.5,,ESTABLISHED,36,36,0,corp-ts-v6,d14x98anru1,NS_TOR
d14x98anrup.network.microsoft.com,172.199.160.118,11:47.5,default,08:09.5,,ESTABLISHED,56,56,0,corp-ts-v4,d14x98anru2,NS_TOR
d14x98anrup.network.microsoft.com,199.33.62.2,11:47.5,default,08:10.5,,ESTABLISHED,,,,evpz-bl,d14x98anrb3,NS_TOR
d14x98anrup.network.microsoft.com,2ff1:110:3040:1::fd,11:47.5,default,08:10.6,,ESTABLISHED,0,0,2,corp-ts-v6,d14x98anru2,NS_TOR
d14x98anraa.network.microsoft.com,172.199.164.40,11:48.4,admin,58:08.0,,ESTABLISHED,0,0,0,admin-ms-v4,d14x98an2m1,MgmtTor
d14x98an51a.network.microsoft.com,172.199.160.120,11:48.4,default,33:40.9,,ESTABLISHED,0,0,0,corp-ts-v4,d14x98anru1,NS_TOR
d14x98an51a.network.microsoft.com,199.33.62.0,11:48.4,default,18:43.4,,ESTABLISHED,,,,evpz-bl,d14x98anrb1,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3040:1::89,11:48.4,default,33:41.7,,ESTABLISHED,0,38,0,corp-ts-v6,d14x98anru2,NS_TOR
d14x98an51a.network.microsoft.com,199.33.62.3,11:48.4,default,33:41.8,,ESTABLISHED,,,,evpz-bl,d14x98anrb4,NS_TOR
d14x98anraa.network.microsoft.com,172.199.164.42,11:48.4,admin,58:08.3,,ESTABLISHED,1,1,1,admin-ms-v4,d14x98an2m2,MgmtTor
d14x98anraa.network.microsoft.com,2ff1:110:3040:5::51,11:48.4,admin,58:06.9,,IDLE,0,0,0,admin-ms-v6,d14x98an2m1,MgmtTor
d14x98anraa.network.microsoft.com,2ff1:110:3040:5::59,11:48.4,admin,58:06.9,,IDLE,0,0,0,admin-ms-v6,d14x98an2m2,MgmtTor
d14x98an51a.network.microsoft.com,199.33.62.1,11:48.4,default,33:41.8,,ESTABLISHED,,,,evpz-bl,d14x98anrb2,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3040:1::81,11:48.4,default,33:41.7,,ESTABLISHED,0,0,2,corp-ts-v6,d14x98anru1,NS_TOR
d14x98anraj.network.microsoft.com,172.199.164.22,11:48.4,admin,29:58.2,,ESTABLISHED,0,0,0,admin-ms-v4,d14x98an2m1,MgmtTor
d14x98anraj.network.microsoft.com,172.199.164.38,11:48.4,admin,29:58.3,,ESTABLISHED,0,0,0,admin-ms-v4,d14x98an2m2,MgmtTor
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::13,11:48.5,vpz,30:42.6,,ESTABLISHED,0,1,1,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::12,11:48.5,vpz,51:00.5,,ESTABLISHED,0,1,1,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::21,11:48.5,vpz,27:39.6,,ESTABLISHED,1,1,1,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::10,11:48.5,vpz,58:35.6,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98anraj.network.microsoft.com,2ff1:110:3040:c::25,11:48.5,soc,29:57.0,,ACTIVE,0,0,0,soc-ms-v6,d14x98an2m2,MgmtTor
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::14,11:48.5,vpz,09:46.5,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::20,11:48.5,vpz,13:31.3,,ESTABLISHED,0,1,0,,,NS_TOR
d14x98an51a.network.microsoft.com,172.199.160.124,11:48.5,default,33:40.7,,ESTABLISHED,0,56,0,corp-ts-v4,d14x98anru2,NS_TOR
d14x98an51a.network.microsoft.com,199.33.62.2,11:48.5,default,18:43.1,,ESTABLISHED,,,,evpz-bl,d14x98anrb3,NS_TOR
d14x98anraj.network.microsoft.com,2ff1:110:3040:5::2d,11:48.5,admin,29:56.9,,ACTIVE,0,0,0,admin-ms-v6,d14x98an2m1,MgmtTor
d14x98anraj.network.microsoft.com,2ff1:110:3040:5::4d,11:48.5,admin,29:58.3,,ESTABLISHED,0,0,1,admin-ms-v6,d14x98an2m2,MgmtTor
d14x98anraj.network.microsoft.com,2ff1:110:3040:c::21,11:48.5,soc,29:56.9,,ACTIVE,0,0,0,soc-ms-v6,d14x98an2m1,MgmtTor
d14x98anraj.network.microsoft.com,172.199.172.14,11:48.5,soc,29:57.0,,ACTIVE,0,0,0,soc-ms-v4,d14x98an2m2,MgmtTor
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::22,11:48.5,vpz,32:31.5,,ESTABLISHED,1,1,1,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::e573:b513,11:48.5,vpz,16:44.8,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::25,11:48.5,vpz,27:49.3,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::24,11:48.5,vpz,01:07.6,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::23,11:48.5,vpz,28:20.4,,ESTABLISHED,0,0,0,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::11,11:48.5,vpz,25:03.5,,ESTABLISHED,1,0,1,,,NS_TOR
d14x98an51a.network.microsoft.com,2ff1:110:3000:30::15,11:48.5,vpz,53:10.1,,ESTABLISHED,0,1,1,,,NS_TOR
d14x98anraj.network.microsoft.com,172.199.172.12,11:48.5,soc,29:57.0,,ACTIVE,0,0,0,soc-ms-v4,d14x98an2m1,MgmtTor
d14x98an2m2.network.microsoft.com,199.33.62.3,11:49.3,default,45:32.8,,ESTABLISHED,,,,evpz-bl,d14x98anrb4,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:1::55,11:49.3,default,45:21.8,,ESTABLISHED,0,0,0,corp-bl-v6,d14x98anrb2,MS
d14x98an2m2.network.microsoft.com,172.199.160.40,11:49.3,default,03:40.6,,ESTABLISHED,0,50,51,corp-bl-v4,d14x98anrb1,MS
d14x98an2m2.network.microsoft.com,172.199.160.42,11:49.3,default,45:19.5,,ESTABLISHED,0,50,0,corp-bl-v4,d14x98anrb2,MS
d14x98an2m2.network.microsoft.com,199.33.62.0,11:49.3,default,03:43.2,,ESTABLISHED,,,,evpz-bl,d14x98anrb1,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:1::5d,11:49.3,default,45:34.4,,ESTABLISHED,33,33,0,corp-bl-v6,d14x98anrb4,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:1::51,11:49.3,default,03:42.7,,ESTABLISHED,0,0,0,corp-bl-v6,d14x98anrb1,MS
d14x98an2m2.network.microsoft.com,199.33.62.1,11:49.3,default,45:20.8,,ESTABLISHED,,,,evpz-bl,d14x98anrb2,MS
d14x98an2m2.network.microsoft.com,172.199.160.44,11:49.3,default,03:42.7,,ESTABLISHED,50,50,0,corp-bl-v4,d14x98anrb3,MS
d14x98an2m2.network.microsoft.com,172.199.172.15,11:49.3,soc,30:08.1,,ESTABLISHED,0,0,1,soc-tor2-v4,d14x98anral,MS
d14x98an2m2.network.microsoft.com,172.199.172.11,11:49.3,soc,56:47.4,,ESTABLISHED,0,1,0,soc-tor1-v4,d14x98anrak,MS
d14x98an2m2.network.microsoft.com,172.199.173.43,11:49.3,scorp,56:47.5,,ESTABLISHED,0,0,1,scorp-tor1-v4,d14x98anrak,MS
d14x98an2m2.network.microsoft.com,172.199.173.47,11:49.3,scorp,30:08.3,,ESTABLISHED,2,0,0,scorp-tor2-v4,d14x98anral,MS
d14x98an2m2.network.microsoft.com,199.33.62.2,11:49.3,default,03:45.3,,ESTABLISHED,,,,evpz-bl,d14x98anrb3,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:1::59,11:49.3,default,03:44.8,,ESTABLISHED,33,0,0,corp-bl-v6,d14x98anrb3,MS
d14x98an2m2.network.microsoft.com,172.199.160.46,11:49.3,default,45:31.3,,ESTABLISHED,0,50,27,corp-bl-v4,d14x98anrb4,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::36,11:49.3,admin,29:57.3,,ESTABLISHED,1,0,0,admin-tor4-v6,d14x98anrad,MS
d14x98anre1.network.microsoft.com,2ff1:4898:3040:d::e46,11:49.3,inter-dc,26:07.8,,ESTABLISHED,0,0,0,macsec-sg2-v6,sx98anre2,MacSec
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::46,11:49.3,admin,30:04.2,,ESTABLISHED,0,0,1,admin-tor8-v6,d14x98anrah,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::3a,11:49.3,admin,55:10.5,,ACTIVE,0,0,0,admin-tor5-v6,d14x98anrae,MS
d14x98an2m2.network.microsoft.com,172.199.164.85,11:49.3,admin,30:07.3,,ESTABLISHED,0,1,1,admin-tor12-v4,d14x98anral,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::c2,11:49.3,admin,00:40.9,,ESTABLISHED,0,0,0,admin-tor20-v6,d14x98anras,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::a2,11:49.3,admin,57:32.0,,ESTABLISHED,0,0,0,admin-tor16-v6,d14x98anrao,MS
d14x98an2m2.network.microsoft.com,172.199.164.109,11:49.3,admin,30:13.1,,ESTABLISHED,0,1,0,admin-tor19-v4,d14x98anrar,MS
d14x98an2m2.network.microsoft.com,172.199.164.99,11:49.3,admin,57:31.4,,ESTABLISHED,0,1,0,admin-tor16-v4,d14x98anrao,MS
d14x98an2m2.network.microsoft.com,172.199.164.25,11:49.3,admin,56:45.5,,ESTABLISHED,0,0,0,admin-tor3-v4,d14x98anrac,MS
d14x98an2m2.network.microsoft.com,172.199.164.47,11:49.3,admin,21:19.0,,ESTABLISHED,0,1,1,admin-tor2-v4,d14x98anrab,MS
d14x98an2m2.network.microsoft.com,172.199.164.31,11:49.3,admin,33:50.6,,ESTABLISHED,1,1,1,admin-tor6-v4,d14x98anraf,MS
d14x98anre1.network.microsoft.com,172.199.162.4,11:49.3,inter-dc,51:59.0,,ESTABLISHED,0,0,12,inter-dc-tsl-v4,d14x98anrz2,MacSec
d14x98anre1.network.microsoft.com,172.199.42.243,11:49.3,inter-dc,25:58.9,,ESTABLISHED,6,6,6,macsec-sg2-v4,sx98anre2,MacSec
d14x98anre1.network.microsoft.com,2ff1:110:3040:d::9,11:49.4,inter-dc,52:01.7,,ESTABLISHED,0,2,0,inter-dc-tsl-v6,d14x98anrz2,MacSec
d14x98an2m2.network.microsoft.com,172.199.164.33,11:49.4,admin,56:31.5,,ESTABLISHED,0,0,0,admin-tor7-v4,d14x98anrag,MS
d14x98an2m2.network.microsoft.com,172.199.164.101,11:49.4,admin,30:12.7,,ESTABLISHED,0,0,0,admin-tor17-v4,d14x98anrap,MS
d14x98an2m2.network.microsoft.com,172.199.164.73,11:49.4,admin,56:41.2,,ESTABLISHED,1,0,1,admin-tor13-v4,d14x98anram,MS
d14x98an2m2.network.microsoft.com,172.199.164.27,11:49.4,admin,29:57.4,,ESTABLISHED,0,1,1,admin-tor4-v4,d14x98anrad,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::c6,11:49.4,admin,30:15.2,,ESTABLISHED,0,0,0,admin-tor21-v6,d14x98anrat,MS
d14x98an2m2.network.microsoft.com,172.199.164.29,11:49.4,admin,57:09.5,,ESTABLISHED,0,1,1,admin-tor5-v4,d14x98anrae,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::3e,11:49.4,admin,55:10.8,,ACTIVE,0,0,0,admin-tor6-v6,d14x98anraf,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::b6,11:49.4,admin,30:13.2,,ESTABLISHED,0,0,0,admin-tor19-v6,d14x98anrar,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::4e,11:49.4,admin,29:58.8,,ESTABLISHED,0,0,0,admin-tor10-v6,d14x98anraj,MS
d14x98an2m2.network.microsoft.com,172.199.164.39,11:49.4,admin,29:58.7,,ESTABLISHED,0,0,0,admin-tor10-v4,d14x98anraj,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::a6,11:49.4,admin,46:04.5,,ESTABLISHED,0,0,1,admin-tor14-v6,d14x98anran,MS
d14x98an2m2.network.microsoft.com,172.199.164.43,11:49.4,admin,58:08.7,,ESTABLISHED,0,0,0,admin-tor1-v4,d14x98anraa,MS
d14x98anre1.network.microsoft.com,172.199.162.0,11:49.4,inter-dc,25:48.1,,ESTABLISHED,0,0,0,inter-dc-tsl-v4,d14x98anrz1,MacSec
d14x98an2m2.network.microsoft.com,172.199.164.93,11:49.4,admin,30:14.0,,ESTABLISHED,0,0,0,admin-tor21-v4,d14x98anrat,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::b2,11:49.4,admin,56:41.3,,ESTABLISHED,0,0,1,admin-tor18-v6,d14x98anraq,MS
d14x98anre1.network.microsoft.com,172.199.160.60,11:49.4,default,51:58.3,,ESTABLISHED,1,1,1,corp-tsl-v4,d14x98anrz2,MacSec
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::ce,11:49.4,admin,30:11.4,,ESTABLISHED,0,0,0,admin-tor17-v6,d14x98anrap,MS
d14x98anre1.network.microsoft.com,2ff1:4898:3040:d::e42,11:49.4,inter-dc,26:59.3,,ESTABLISHED,0,0,0,macsec-sg2-v6,sx98anre1,MacSec
d14x98anre1.network.microsoft.com,172.199.42.241,11:49.4,inter-dc,26:57.5,,ESTABLISHED,0,0,0,macsec-sg2-v4,sx98anre1,MacSec
d14x98an2m2.network.microsoft.com,172.199.164.77,11:49.4,admin,46:04.4,,ESTABLISHED,1,0,0,admin-tor14-v4,d14x98anran,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::5a,11:49.4,admin,55:10.7,,IDLE,0,0,0,admin-tor1-v6,d14x98anraa,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::42,11:49.4,admin,55:10.7,,ACTIVE,0,0,0,admin-tor7-v6,d14x98anrag,MS
d14x98an2m2.network.microsoft.com,172.199.164.91,11:49.4,admin,00:41.4,,ESTABLISHED,1,0,0,admin-tor20-v4,d14x98anras,MS
d14x98an2m2.network.microsoft.com,172.199.164.35,11:49.4,admin,30:04.3,,ESTABLISHED,0,0,0,admin-tor8-v4,d14x98anrah,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::4a,11:49.4,admin,55:11.1,,IDLE,0,0,0,admin-tor15-v6,d14x98anrai,MS
d14x98an2m2.network.microsoft.com,172.199.164.37,11:49.4,admin,58:17.3,,ESTABLISHED,1,1,1,admin-tor15-v4,d14x98anrai,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::5e,11:49.4,admin,55:10.8,,ACTIVE,0,0,0,admin-tor2-v6,d14x98anrab,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::9e,11:49.4,admin,56:41.4,,ESTABLISHED,0,0,1,admin-tor13-v6,d14x98anram,MS
d14x98an2m2.network.microsoft.com,172.199.164.107,11:49.4,admin,56:42.6,,ESTABLISHED,0,0,0,admin-tor18-v4,d14x98anraq,MS
d14x98an2m2.network.microsoft.com,2ff1:110:3040:5::32,11:49.4,admin,56:45.7,,ESTABLISHED,1,1,1,admin-tor3-v6,d14x98anrac,MS
d14x98anre1.network.microsoft.com,2ff1:110:3040:d::1,11:49.4,inter-dc,25:46.0,,ESTABLISHED,0,0,0,inter-dc-tsl-v6,d14x98anrz1,MacSec
d14x98anre1.network.microsoft.com,172.199.42.235,11:49.4,inter-dc,15:46.4,,ESTABLISHED,0,0,0,macsec-cp1-v4,c11x98anre2,MacSec
d14x98an2m2.network.microsoft.com,172.199.164.81,11:49.4,admin,56:46.1,,ESTABLISHED,0,0,0,admin-tor11-v4,d14x98anrak,MS
d14x98anre1.network.microsoft.com,2ff1:110:3040:1::71,11:49.4,default,03:08.5,,ESTABLISHED,0,38,0,corp-tsl-v6,d14x98anrz1,MacSec
d14x98anre1.network.microsoft.com,2ff1:4898:3040:d::e31,11:49.4,default,45:24.4,,ACTIVE,0,0,0,macsec-cp1-v6,c11x98anre1,MacSec
d14x98anre1.network.microsoft.com,2ff1:110:3040:1::79,11:49.5,default,52:00.9,,ESTABLISHED,0,37,0,corp-tsl-v6,d14x98anrz2,MacSec
d14x98anre1.network.microsoft.com,172.199.160.56,11:49.5,default,25:42.9,,ESTABLISHED,0,0,0,corp-tsl-v4,d14x98anrz1,MacSec
d14x98anre1.network.microsoft.com,172.199.42.225,11:49.5,default,45:24.4,,IDLE,0,0,0,macsec-cp1-v4,c11x98anre2,MacSec
d14x98anrab.network.microsoft.com,172.199.164.46,11:49.5,admin,21:18.4,,ESTABLISHED,0,1,0,admin-ms-v4,d14x98an2m2,MgmtTor
d14x98anrab.network.microsoft.com,2ff1:110:3040:5::5d,11:49.5,admin,21:17.2,,IDLE,0,0,0,admin-ms-v6,d14x98an2m2,MgmtTor
d14x98anrab.network.microsoft.com,172.199.164.44,11:49.5,admin,21:18.5,,ESTABLISHED,0,0,0,admin-ms-v4,d14x98an2m1,MgmtTor
